STT,SHS,SBD,Họ và tên,GT,Ngày sinh,NV1,NV2,Tiếng Anh,Toán 1,Ngữ văn,Hóa học,Tin học,Vật lý,Sinh học,Toán 2,Kết luận,SĐT,Tin nhắn
2359,3285,388,Nguyễn Văn 2359,Nữ,24/01/2010,Chuyên tin học (thi Toán),,9.5,7.5,9,,,,,3,,984640899,
2360,3288,1553,Nguyễn Văn 2360,,03/02/2010,Chuyên tin học (thi Toán),Chuyên hóa học,8,1.5,9,0,,,,1,,984640899,
2361,3289,708,Nguyễn Văn 2361,,19/08/2010,Chuyên hóa học,,9.75,1.5,6,0,,,,,,984640899,
2362,3291,1336,Nguyễn Văn 2362,,21/09/2010,Chuyên tin học (thi Toán),,8,6.5,5.75,,,,,1,,984640899,
2363,3292,1893,Nguyễn Văn 2363,Nữ,04/05/2010,Chuyên hóa học,,9.75,3,8,5,,,,,,984640899,
2364,3293,1909,Nguyễn Văn 2364,,24/03/2010,Chuyên vật lý,,9.75,2.5,8,,,3,,,,984640899,
2365,3294,1868,Nguyễn Văn 2365,,11/10/2010,Chuyên tin học (thi Toán),,8.75,6,7,,,,,2.75,,984640899,
2366,3297,43,Nguyễn Văn 2366,,10/02/2010,Chuyên toán học,,8.75,4,8.25,,,,,1.5,,984640899,
2367,3299,196,Nguyễn Văn 2367,,21/04/2010,Chuyên tin học (thi Toán),,10,7.5,8,,,,,2.5,,984640899,
2368,3300,289,Nguyễn Văn 2368,,29/11/2010,Chuyên hóa học,,9.5,5,8,4.25,,,,,,984640899,
2369,3301,950,Nguyễn Văn 2369,,27/08/2010,Chuyên sinh học,,9.25,0,7.5,,,,4,,,984640899,
2370,3303,340,Nguyễn Văn 2370,Nữ,18/12/2010,Chuyên sinh học,,8,6,8,,,,5.5,,Chuyên Sinh học,984640899,
2371,3304,1249,Nguyễn Văn 2371,,29/01/2010,Chuyên sinh học,,9.75,4,9,,,,7.75,,Chuyên Sinh học,984640899,
2372,3305,1882,Nguyễn Văn 2372,,25/11/2010,Chuyên toán học,,9.75,6.75,8.25,,,,,6,,984640899,
2373,3306,1735,Nguyễn Văn 2373,,16/07/2010,Chuyên tin học (thi Toán),,9.25,3,7.75,,,,,1.5,,984640899,
2374,3307,2105,Nguyễn Văn 2374,,23/01/2010,Chuyên vật lý,,9.75,4,8.25,,,2.25,,,,984640899,
2375,3308,145,Nguyễn Văn 2375,Nữ,26/10/2010,Chuyên sinh học,,6,0,8.5,,,,1.25,,,984640899,
2376,3310,2607,Nguyễn Văn 2376,,01/01/2010,Chuyên toán học,,10,7.5,9,,,,,7,Chuyên Toán học,984640899,
2377,3311,208,Nguyễn Văn 2377,,28/07/2010,Chuyên tin học (thi Toán),,8.75,1.5,6.25,,,,,1,,984640899,
2378,3312,2328,Nguyễn Văn 2378,,31/01/2010,Chuyên tin học (thi Tin),,9,2,7,,4.25,,,,,984640899,
2379,3313,2524,Nguyễn Văn 2379,,30/12/2010,Chuyên toán học,,9.25,7.5,8.75,,,,,4.5,,984640899,
2380,3314,900,Nguyễn Văn 2380,,26/01/2010,Chuyên toán học,,7.75,7,8,,,,,2.5,,984640899,
2381,3315,1933,Nguyễn Văn 2381,Nữ,10/01/2010,Chuyên sinh học,,9,6.5,8,,,,6.25,,Chuyên Sinh học,984640899,
2382,3316,276,Nguyễn Văn 2382,,05/08/2010,Chuyên vật lý,,9.5,2.5,5.5,,,3.25,,,,984640899,
2383,3317,2557,Nguyễn Văn 2383,,08/01/2010,Chuyên hóa học,,6.5,4,8.5,4.75,,,,,,984640899,
2384,3318,503,Nguyễn Văn 2384,Nữ,17/10/2010,Chuyên vật lý,Chuyên toán học,10,6,7.75,,,5.5,,2.5,Chuyên Vật lý,984640899,
2385,3319,855,Nguyễn Văn 2385,,04/03/2010,Chuyên vật lý,,10,7,7.5,,,6.5,,,Chuyên Vật lý,984640899,
2386,3320,2684,Nguyễn Văn 2386,,09/10/2010,Chuyên hóa học,,6.75,1.5,7.75,1,,,,,,984640899,
2387,3321,1192,Nguyễn Văn 2387,,03/08/2010,Chuyên vật lý,,9.5,5,7.5,,,3,,,,984640899,
2388,3322,1000,Nguyễn Văn 2388,,05/11/2010,Chuyên toán học,,8.75,6,6.75,,,,,4.5,,984640899,
2389,3323,703,Nguyễn Văn 2389,,03/08/2010,Chuyên toán học,,9,6,7.5,,,,,3.5,,984640899,
2390,3325,2585,Nguyễn Văn 2390,,18/06/2010,Chuyên toán học,,9,5,7.75,,,,,4,,984640899,
2391,3326,2694,Nguyễn Văn 2391,Nữ,28/10/2010,Chuyên hóa học,,9,2.5,7.25,1.75,,,,,,984640899,
2392,3327,2052,Nguyễn Văn 2392,,31/01/2010,Chuyên tin học (thi Tin),,8.25,4,7,,5.25,,,,,984640899,
2393,3328,1316,Nguyễn Văn 2393,,12/10/2010,Chuyên toán học,,9,7.5,8.75,,,,,4.75,,984640899,
2394,3329,2638,Nguyễn Văn 2394,,04/01/2010,Chuyên hóa học,,8.25,4,8.25,1.25,,,,,,984640899,
2395,3330,926,Nguyễn Văn 2395,,09/02/2010,Chuyên toán học,,9.75,7.5,7.5,,,,,7,Chuyên Toán học,984640899,
2396,3331,788,Nguyễn Văn 2396,Nữ,13/05/2010,Chuyên sinh học,,10,4,9,,,,6.25,,,984640899,
2397,3332,492,Nguyễn Văn 2397,,18/11/2010,Chuyên vật lý,,7.75,1.5,8,,,1.5,,,,984640899,
2398,3333,550,Nguyễn Văn 2398,,01/03/2010,Chuyên vật lý,,8.75,4,6.75,,,1,,,,984640899,
2399,3335,1106,Nguyễn Văn 2399,,10/06/2010,Chuyên hóa học,,9.75,1.5,6.75,0,,,,,,984640899,
2400,3336,74,Nguyễn Văn 2400,,21/06/2010,Chuyên tin học (thi Toán),,9.75,4.5,7,,,,,5.5,,984640899,
2401,3338,843,Nguyễn Văn 2401,Nữ,26/03/2010,Chuyên vật lý,,8,2.5,7.5,,,1,,,,984640899,
2402,3339,1230,Nguyễn Văn 2402,Nữ,03/09/2010,Chuyên tin học (thi Toán),,9.25,6,7.75,,,,,3,,984640899,
2403,3340,1503,Nguyễn Văn 2403,Nữ,18/01/2010,Chuyên hóa học,,9.5,2.5,8.5,4,,,,,,984640899,
2404,3341,183,Nguyễn Văn 2404,Nữ,23/07/2010,Chuyên toán học,,9.5,7.5,8.75,,,,,7,Chuyên Toán học,984640899,
2405,3342,404,Nguyễn Văn 2405,Nữ,04/03/2010,Chuyên vật lý,,10,6,7.5,,,3,,,,984640899,
2406,3343,1797,Nguyễn Văn 2406,,15/11/2010,Chuyên toán học,,9.75,5,7.75,,,,,6.5,,984640899,
2407,3344,1007,Nguyễn Văn 2407,,08/10/2010,Chuyên sinh học,,9.5,5,8.5,,,,5,,,984640899,
2408,3345,1620,Nguyễn Văn 2408,,03/09/2010,Chuyên vật lý,,8.5,7,5,,,4.75,,,,984640899,
2409,3346,2716,Nguyễn Văn 2409,,24/04/2010,Chuyên toán học,,9.5,7.5,6.75,,,,,7,Chuyên Toán học,984640899,
2410,3347,1206,Nguyễn Văn 2410,,11/07/2010,Chuyên tin học (thi Toán),,9.5,2.5,4.5,,,,,0,,984640899,
2411,3349,733,Nguyễn Văn 2411,Nữ,01/12/2010,Chuyên sinh học,,9.25,4,8.25,,,,4.25,,,984640899,
2412,3351,398,Nguyễn Văn 2412,Nữ,10/02/2010,Chuyên toán học,,10,2,9,,,,,0,,984640899,
2413,3352,263,Nguyễn Văn 2413,,04/08/2010,Chuyên tin học (thi Toán),,9,7.5,6.5,,,,,6,Chuyên Tin học (thi Toán),984640899,
2414,3353,2488,Nguyễn Văn 2414,,29/11/2010,Chuyên toán học,,9.75,7.5,7,,,,,7,Chuyên Toán học,984640899,
2415,3354,1305,Nguyễn Văn 2415,,04/05/2010,Chuyên vật lý,Chuyên toán học,9.75,0,5.75,,,0,,0,,984640899,
2416,3357,486,Nguyễn Văn 2416,,06/01/2010,Chuyên toán học,,9.5,6,8,,,,,3,,984640899,
2417,3359,1359,Nguyễn Văn 2417,,30/03/2010,Chuyên toán học,,9.5,7.5,8.25,,,,,3,,984640899,
2418,3360,1834,Nguyễn Văn 2418,,21/08/2010,Chuyên toán học,,8.5,2,7.75,,,,,1,,984640899,
2419,3361,1246,Nguyễn Văn 2419,,12/05/2010,Chuyên vật lý,,9.5,2.5,7.75,,,4.25,,,,984640899,
2420,3362,1403,Nguyễn Văn 2420,,13/04/2010,Chuyên toán học,,9,7,7.5,,,,,3.5,,984640899,
2421,3364,2407,Nguyễn Văn 2421,,14/02/2010,Chuyên toán học,,9.75,5,8.5,,,,,0.75,,984640899,
2422,3365,2124,Nguyễn Văn 2422,,24/01/2010,Chuyên toán học,,8.75,7,9,,,,,2,,984640899,
2423,3366,461,Nguyễn Văn 2423,,09/03/2010,Chuyên toán học,,9.5,7.5,8.75,,,,,2.5,,984640899,
2424,3369,2463,Nguyễn Văn 2424,Nữ,24/05/2010,Chuyên sinh học,Chuyên vật lý,6.75,5,8,,,0,5,,,984640899,
2425,3370,374,Nguyễn Văn 2425,Nữ,16/06/2010,Chuyên sinh học,,9.25,3.5,8.25,,,,3.5,,,984640899,
2426,3372,2683,Nguyễn Văn 2426,,02/09/2010,Chuyên sinh học,,9.75,6.5,6,,,,4.5,,,984640899,
2427,3377,2289,Nguyễn Văn 2427,,19/07/2010,Chuyên vật lý,Chuyên toán học,8,6.5,7.5,,,4.5,,0,,984640899,
2428,3380,2154,Nguyễn Văn 2428,Nữ,09/01/2010,Chuyên tin học (thi Toán),,10,5,8.25,,,,,1,,984640899,
2429,3381,1880,Nguyễn Văn 2429,,18/02/2010,Chuyên vật lý,,9.75,2.5,8,,,2.5,,,,984640899,
2430,3384,762,Nguyễn Văn 2430,Nữ,11/06/2010,Chuyên toán học,,6.25,3,8.5,,,,,1,,984640899,
2431,3385,1542,Nguyễn Văn 2431,,26/04/2010,Chuyên tin học (thi Toán),,9.5,6,8.25,,,,,3.25,,984640899,
2432,3387,1854,Nguyễn Văn 2432,,03/03/2010,Chuyên vật lý,,9.5,3,8.5,,,3,,,,984640899,
2433,3388,2421,Nguyễn Văn 2433,Nữ,18/02/2010,Chuyên toán học,,9.75,6,9,,,,,3,,984640899,
2434,3389,690,Nguyễn Văn 2434,,28/06/2010,Chuyên vật lý,,8.25,5,5.25,,,2.75,,,,984640899,
2435,3390,740,Nguyễn Văn 2435,,14/05/2010,Chuyên hóa học,,9.75,2.5,8,1.75,,,,,,984640899,
2436,3391,2195,Nguyễn Văn 2436,,06/09/2010,Chuyên hóa học,,9.25,4.5,8.75,2.5,,,,,,984640899,
2437,3393,1431,Nguyễn Văn 2437,,07/12/2010,Chuyên vật lý,,9.5,4,6.5,,,0.5,,,,984640899,
2438,3394,2029,Nguyễn Văn 2438,,30/06/2010,Chuyên tin học (thi Toán),,9,7.5,8.25,,,,,1.5,,984640899,
2439,3395,2158,Nguyễn Văn 2439,Nữ,07/07/2010,Chuyên hóa học,,9.75,6,8.75,5.25,,,,,,984640899,
2440,3398,237,Nguyễn Văn 2440,,18/01/2010,Chuyên toán học,,9.25,7.5,6.25,,,,,5,,984640899,
2441,3399,774,Nguyễn Văn 2441,Nữ,29/04/2010,Chuyên vật lý,,9.5,0,7.75,,,1.5,,,,984640899,
2442,3401,1839,Nguyễn Văn 2442,Nữ,16/12/2010,Chuyên sinh học,,9,5,8.5,,,,5.75,,,984640899,
2443,3402,358,Nguyễn Văn 2443,Nữ,20/07/2010,Chuyên hóa học,Chuyên toán học,9,7,7.75,7,,,,1,Chuyên Hoá học,984640899,
2444,3406,1772,Nguyễn Văn 2444,,16/04/2010,Chuyên toán học,,10,6,7,,,,,1.5,,984640899,
2445,3408,2131,Nguyễn Văn 2445,,04/05/2010,Chuyên tin học (thi Toán),,9.75,3,7.25,,,,,1,,984640899,
2446,3409,1521,Nguyễn Văn 2446,Nữ,01/01/2010,Chuyên toán học,,9.25,7.5,9,,,,,3,,984640899,
2447,3410,2126,Nguyễn Văn 2447,,04/10/2010,Chuyên toán học,,8.75,6,8.5,,,,,0,,984640899,
2448,3411,1748,Nguyễn Văn 2448,Nữ,15/11/2010,Chuyên sinh học,,8.5,3.5,7,,,,3,,,984640899,
2449,3412,1015,Nguyễn Văn 2449,,15/09/2010,Chuyên tin học (thi Tin),,9.75,7.5,6.5,,7.5,,,,Chuyên Tin học (thi Tin),984640899,
2450,3416,310,Nguyễn Văn 2450,,26/07/2010,Chuyên sinh học,,9.75,4.5,7.5,,,,5.5,,,984640899,
2451,3418,22,Nguyễn Văn 2451,Nữ,29/04/2010,Chuyên sinh học,,9,2.5,7.5,,,,7,,,984640899,
2452,3419,661,Nguyễn Văn 2452,,05/03/2010,Chuyên toán học,,9.25,7.5,7.5,,,,,6,Chuyên Toán học,984640899,
2453,3420,1940,Nguyễn Văn 2453,Nữ,12/04/2010,Chuyên vật lý,,9.75,7.5,6.5,,,7.75,,,Chuyên Vật lý,984640899,
2454,3422,2487,Nguyễn Văn 2454,,18/05/2010,Chuyên vật lý,,10,4.5,8,,,5,,,,984640899,
2455,3423,557,Nguyễn Văn 2455,,15/08/2010,Chuyên tin học (thi Toán),,7,4,8.5,,,,,3,,984640899,
2456,3425,1405,Nguyễn Văn 2456,,15/04/2010,Chuyên toán học,,8.75,7.5,9,,,,,5.5,,984640899,
2457,3429,1809,Nguyễn Văn 2457,,27/06/2010,Chuyên tin học (thi Toán),,9.5,7,8,,,,,3,,984640899,
2458,3430,2174,Nguyễn Văn 2458,,06/07/2010,Chuyên hóa học,,9.5,4,8.25,2.5,,,,,,984640899,
2459,3432,1018,Nguyễn Văn 2459,,13/01/2010,Chuyên toán học,,7.25,7.5,6.5,,,,,4.5,,984640899,
2460,3433,838,Nguyễn Văn 2460,Nữ,30/10/2010,Chuyên toán học,,10,7.5,8.25,,,,,6,Chuyên Toán học,984640899,
2461,3435,418,Nguyễn Văn 2461,,09/01/2010,Chuyên vật lý,,9.25,4,7.5,,,1.25,,,,984640899,
2462,3436,1866,Nguyễn Văn 2462,,16/05/2010,Chuyên toán học,,9.5,7.5,7.75,,,,,7,Chuyên Toán học,984640899,
2463,3437,988,Nguyễn Văn 2463,,30/07/2010,Chuyên toán học,,9.25,7.5,7.5,,,,,6.25,Chuyên Toán học,984640899,
2464,3438,1576,Nguyễn Văn 2464,Nữ,17/04/2010,Chuyên hóa học,,9.75,6,8,4.25,,,,,,984640899,
2465,3439,333,Nguyễn Văn 2465,Nữ,02/03/2010,Chuyên sinh học,,9.75,6,7.75,,,,8,,Chuyên Sinh học,984640899,
2466,3442,1703,Nguyễn Văn 2466,,08/02/2010,Chuyên tin học (thi Toán),,9,5.5,7.75,,,,,0.5,,984640899,
2467,3443,2046,Nguyễn Văn 2467,,26/02/2010,Chuyên tin học (thi Toán),,7.25,3,8.75,,,,,1,,984640899,
2468,3444,1144,Nguyễn Văn 2468,,08/11/2010,Chuyên tin học (thi Toán),,9,6,8,,,,,0.5,,984640899,
2469,3445,2528,Nguyễn Văn 2469,,22/07/2010,Chuyên tin học (thi Toán),,9,5,6.75,,,,,1,,984640899,
2470,3446,410,Nguyễn Văn 2470,Nữ,05/06/2010,Chuyên tin học (thi Toán),,9.25,7.5,6.25,,,,,1,,984640899,
2471,3448,1043,Nguyễn Văn 2471,,31/03/2010,Chuyên vật lý,,6,6,7,,,2.5,,,,984640899,
2472,3449,1716,Nguyễn Văn 2472,,20/01/2010,Chuyên sinh học,,10,7.5,8.75,,,,7.5,,Chuyên Sinh học,984640899,
2473,3450,828,Nguyễn Văn 2473,,17/12/2010,Chuyên tin học (thi Toán),,9,5,8.5,,,,,2.5,,984640899,
2474,3451,2198,Nguyễn Văn 2474,,23/02/2010,Chuyên toán học,,8.25,6.5,8.25,,,,,4.5,,984640899,
2475,3452,1119,Nguyễn Văn 2475,,22/02/2010,Chuyên tin học (thi Tin),,10,7.5,8,,7,,,,Chuyên Tin học (thi Tin),984640899,
2476,3453,910,Nguyễn Văn 2476,,05/08/2010,Chuyên toán học,,8,7.5,7.5,,,,,1,,984640899,
2477,3454,2387,Nguyễn Văn 2477,Nữ,23/02/2010,Chuyên sinh học,,9.25,1.5,8.25,,,,6,,,984640899,
2478,3459,1867,Nguyễn Văn 2478,,17/08/2010,Chuyên tin học (thi Toán),,9.25,4.75,8.25,,,,,0.5,,984640899,
2479,3461,1009,Nguyễn Văn 2479,,10/04/2010,Chuyên tin học (thi Toán),,8.5,6.5,7.25,,,,,4,,984640899,
2480,3465,882,Nguyễn Văn 2480,,24/10/2010,Chuyên tin học (thi Toán),,9.5,2,6.25,,,,,1.5,,984640899,
2481,3466,2143,Nguyễn Văn 2481,,29/03/2010,Chuyên tin học (thi Toán),,7.25,4.5,6.5,,,,,1,,984640899,
2482,3467,72,Nguyễn Văn 2482,Nữ,21/07/2010,Chuyên tin học (thi Toán),,8.75,4,8.75,,,,,1.5,,984640899,
2483,3468,1293,Nguyễn Văn 2483,,05/07/2010,Chuyên vật lý,,9.75,5,7.75,,,6.25,,,Chuyên Vật lý,984640899,
2484,3469,1841,Nguyễn Văn 2484,Nữ,30/12/2010,Chuyên vật lý,,8.5,2.75,8,,,0.5,,,,984640899,
2485,3470,185,Nguyễn Văn 2485,Nữ,16/08/2010,Chuyên hóa học,,9.5,6.5,8.75,3.5,,,,,,984640899,
2486,3471,313,Nguyễn Văn 2486,Nữ,17/10/2010,Chuyên sinh học,,8.25,2,4,,,,5.5,,,984640899,
2487,3472,802,Nguyễn Văn 2487,,18/04/2010,Chuyên tin học (thi Tin),,10,3,8,,3.75,,,,,984640899,
2488,3474,163,Nguyễn Văn 2488,,01/01/2010,Chuyên tin học (thi Toán),,9.25,5,7.5,,,,,0,,984640899,
2489,3475,462,Nguyễn Văn 2489,,23/03/2010,Chuyên vật lý,,9.5,1.5,8.25,,,0,,,,984640899,
2490,3476,1560,Nguyễn Văn 2490,,01/10/2010,Chuyên toán học,,8.75,7.5,9,,,,,7,Chuyên Toán học,984640899,
2491,3478,2535,Nguyễn Văn 2491,Nữ,05/12/2010,Chuyên sinh học,,8.25,4.5,8,,,,5,,,984640899,
2492,3479,497,Nguyễn Văn 2492,,22/02/2010,Chuyên vật lý,,10,7,9,,,5,,,Chuyên Vật lý,984640899,
2493,3481,1376,Nguyễn Văn 2493,,18/03/2010,Chuyên toán học,,9.75,6,8.5,,,,,2.5,,984640899,
2494,3482,1939,Nguyễn Văn 2494,Nữ,08/02/2010,Chuyên toán học,,9.25,7.5,9.25,,,,,6,Chuyên Toán học,984640899,
2495,3484,2112,Nguyễn Văn 2495,,12/10/2009,Chuyên vật lý,,9.75,7.5,8.25,,,7.25,,,Chuyên Vật lý,984640899,
2496,3486,1637,Nguyễn Văn 2496,,10/08/2010,Chuyên hóa học,,9.25,2.5,7,0.5,,,,,,984640899,
2497,3487,2372,Nguyễn Văn 2497,,11/05/2010,Chuyên tin học (thi Toán),,9.5,7,7.5,,,,,3.5,,984640899,
2498,3489,814,Nguyễn Văn 2498,,14/09/2010,Chuyên sinh học,,9.5,1,4.5,,,,4,,,984640899,
2499,3491,2117,Nguyễn Văn 2499,,14/08/2010,Chuyên toán học,,9.5,7.5,8.5,,,,,4,,984640899,
2500,3492,957,Nguyễn Văn 2500,,11/07/2010,Chuyên hóa học,,8.5,1.5,7,0,,,,,,984640899,
2501,3496,179,Nguyễn Văn 2501,,04/11/2010,Chuyên sinh học,,9.25,1.5,6.75,,,,5.5,,,984640899,
2502,3498,220,Nguyễn Văn 2502,,03/01/2010,Chuyên tin học (thi Toán),,9.25,7.5,7,,,,,5,,984640899,
2503,3499,2030,Nguyễn Văn 2503,,29/11/2010,Chuyên toán học,Chuyên hóa học,9.75,3,7.25,0.25,,,,0,,984640899,
2504,3500,3,Nguyễn Văn 2504,,31/01/2010,Chuyên vật lý,,9.75,6.25,6.5,,,4.75,,,,984640899,
2505,3501,1087,Nguyễn Văn 2505,,12/02/2010,Chuyên toán học,,9.25,5,8,,,,,2.5,,984640899,
2506,3502,494,Nguyễn Văn 2506,,17/02/2010,Chuyên hóa học,,8.5,7.5,9,7.5,,,,,Chuyên Hoá học,984640899,
2507,3503,2631,Nguyễn Văn 2507,,09/05/2010,Chuyên tin học (thi Toán),,9.25,5,7.75,,,,,1.5,,984640899,
2508,3505,2287,Nguyễn Văn 2508,,03/07/2010,Chuyên hóa học,Chuyên tin học (thi Toán),6.5,5,7.75,6.25,,,,0,Chuyên Hoá học,984640899,
2509,3507,2647,Nguyễn Văn 2509,,10/09/2010,Chuyên tin học (thi Toán),Chuyên vật lý,9.75,7.5,6.5,,,6.5,,4.5,Chuyên Vật lý,984640899,
2510,3508,283,Nguyễn Văn 2510,,07/12/2010,Chuyên tin học (thi Toán),,9,5,7,,,,,0.5,,984640899,
2511,3509,1342,Nguyễn Văn 2511,,01/06/2010,Chuyên toán học,,9.5,7.5,8.25,,,,,4.5,,984640899,
2512,3510,2362,Nguyễn Văn 2512,,26/02/2010,Chuyên sinh học,Chuyên hóa học,9.75,4.5,9,4,,,3.25,,,984640899,
2513,3511,1202,Nguyễn Văn 2513,,01/07/2010,Chuyên toán học,,9.5,7.5,5.5,,,,,7,Chuyên Toán học,984640899,
2514,3513,1604,Nguyễn Văn 2514,,04/12/2010,Chuyên toán học,,8.5,7,5.5,,,,,7,Chuyên Toán học,984640899,
2515,3520,68,Nguyễn Văn 2515,Nữ,11/12/2010,Chuyên sinh học,,8.25,0,5.5,,,,2.5,,,984640899,
2516,3522,2067,Nguyễn Văn 2516,,30/01/2010,Chuyên tin học (thi Toán),,9.75,4,8,,,,,0.5,,984640899,
2517,3523,1126,Nguyễn Văn 2517,,05/08/2010,Chuyên vật lý,Chuyên sinh học,9.5,1.5,8.5,,,0,0,,,984640899,
2518,3524,1457,Nguyễn Văn 2518,Nữ,03/02/2010,Chuyên hóa học,,8.75,0.5,8.5,2.75,,,,,,984640899,
2519,3525,1350,Nguyễn Văn 2519,,21/02/2010,Chuyên tin học (thi Toán),,9.5,6.5,8.5,,,,,1.5,,984640899,
2520,3526,2531,Nguyễn Văn 2520,,10/01/2010,Chuyên tin học (thi Toán),,7.75,6,7.75,,,,,2,,984640899,
2521,3527,628,Nguyễn Văn 2521,,10/02/2010,Chuyên toán học,,10,6,8.5,,,,,5.5,,984640899,
2522,3529,1276,Nguyễn Văn 2522,,07/10/2010,Chuyên tin học (thi Tin),,9.75,2,8.25,,5,,,,,984640899,
2523,3530,31,Nguyễn Văn 2523,Nữ,11/10/2010,Chuyên toán học,,9.25,7.5,7.75,,,,,7.5,Chuyên Toán học,984640899,
2524,3532,158,Nguyễn Văn 2524,Nữ,16/09/2010,Chuyên hóa học,,8,2.5,7.25,0.25,,,,,,984640899,
2525,3533,621,Nguyễn Văn 2525,,24/08/2010,Chuyên toán học,,9.75,6.5,8,,,,,1,,984640899,
2526,3534,1485,Nguyễn Văn 2526,Nữ,06/10/2010,Chuyên vật lý,,8.75,1.5,8,,,1.75,,,,984640899,
2527,3535,668,Nguyễn Văn 2527,,13/10/2010,Chuyên toán học,,9.5,4.5,7.75,,,,,2.5,,984640899,
2528,3536,1519,Nguyễn Văn 2528,Nữ,12/10/2010,Chuyên hóa học,,9.75,1.5,6.5,3.25,,,,,,984640899,
2529,3537,96,Nguyễn Văn 2529,,13/07/2010,Chuyên tin học (thi Toán),,9,6,8,,,,,3.5,,984640899,
2530,3538,1271,Nguyễn Văn 2530,,25/03/2010,Chuyên vật lý,,10,6.5,7.75,,,3.5,,,,984640899,
2531,3539,401,Nguyễn Văn 2531,Nữ,27/08/2010,Chuyên hóa học,,9.75,5,8,2.75,,,,,,984640899,
2532,3541,1268,Nguyễn Văn 2532,,28/02/2010,Chuyên vật lý,,9.5,6,8.75,,,6,,,Chuyên Vật lý,984640899,
2533,3542,103,Nguyễn Văn 2533,Nữ,26/09/2010,Chuyên hóa học,,7.75,4,8,2.25,,,,,,984640899,
2534,3543,1347,Nguyễn Văn 2534,,07/01/2010,Chuyên vật lý,,9.25,7,8.25,,,2,,,,984640899,
2535,3546,964,Nguyễn Văn 2535,,01/07/2010,Chuyên sinh học,,9,1.5,8,,,,3,,,984640899,
2536,3551,1513,Nguyễn Văn 2536,Nữ,01/06/2010,Chuyên tin học (thi Toán),,8.75,0,8.75,,,,,0.5,,984640899,
2537,3552,1938,Nguyễn Văn 2537,Nữ,15/08/2010,Chuyên toán học,,9.25,6.5,9,,,,,3.25,,984640899,
2538,3554,1567,Nguyễn Văn 2538,Nữ,14/06/2010,Chuyên hóa học,,9.75,7,7.25,6.5,,,,,Chuyên Hoá học,984640899,
2539,3557,1021,Nguyễn Văn 2539,,05/01/2010,Chuyên sinh học,,8.75,3.5,7,,,,6.5,,,984640899,
2540,3558,925,Nguyễn Văn 2540,,02/02/2010,Chuyên vật lý,,9,2.5,8.25,,,2.5,,,,984640899,
2541,3560,2096,Nguyễn Văn 2541,,28/10/2010,Chuyên toán học,,9,7.5,8.75,,,,,4.5,,984640899,
2542,3561,1526,Nguyễn Văn 2542,Nữ,09/10/2010,Chuyên tin học (thi Toán),,10,7.5,9,,,,,7.5,Chuyên Tin học (thi Toán),984640899,
2543,3563,1776,Nguyễn Văn 2543,,25/10/2010,Chuyên hóa học,,8.75,2,8,1.25,,,,,,984640899,
2544,3564,667,Nguyễn Văn 2544,,17/11/2010,Chuyên vật lý,Chuyên tin học (thi Tin),8.75,6,7.75,,0,6,,,Chuyên Vật lý,984640899,
2545,3566,2567,Nguyễn Văn 2545,,21/10/2010,Chuyên toán học,Chuyên vật lý,7.75,4.5,7.5,,,0,,3.5,,984640899,
2546,3570,1894,Nguyễn Văn 2546,Nữ,15/07/2010,Chuyên tin học (thi Toán),,9.5,4.75,8,,,,,0.5,,984640899,
2547,3571,746,Nguyễn Văn 2547,Nữ,08/04/2010,Chuyên hóa học,Chuyên tin học (thi Toán),9.75,6,8.75,2.25,,,,0,,984640899,
2548,3572,606,Nguyễn Văn 2548,,26/07/2010,Chuyên tin học (thi Toán),,9,7,8,,,,,0.5,,984640899,
2549,3573,1814,Nguyễn Văn 2549,,18/02/2010,Chuyên tin học (thi Toán),,9.75,6,5.25,,,,,2.5,,984640899,
2550,3574,1838,Nguyễn Văn 2550,Nữ,17/04/2010,Chuyên sinh học,,10,2,8.75,,,,5.5,,,984640899,
2551,3576,452,Nguyễn Văn 2551,,19/12/2010,Chuyên vật lý,,7.25,1.5,6.75,,,2,,,,984640899,
2552,3577,2248,Nguyễn Văn 2552,Nữ,18/04/2010,Chuyên sinh học,,9,1.5,8.5,,,,3,,,984640899,
2553,3579,2264,Nguyễn Văn 2553,,09/12/2010,Chuyên tin học (thi Toán),,8.5,6,8,,,,,2,,984640899,
2554,3580,1609,Nguyễn Văn 2554,,08/02/2010,Chuyên sinh học,,9,5.5,8.75,,,,6.25,,Chuyên Sinh học,984640899,
2555,3581,983,Nguyễn Văn 2555,,20/07/2010,Chuyên vật lý,,9.25,5,7.5,,,6,,,Chuyên Vật lý,984640899,
2556,3582,78,Nguyễn Văn 2556,,02/08/2010,Chuyên toán học,,9.5,7.5,7.5,,,,,7.75,Chuyên Toán học,984640899,
2557,3588,750,Nguyễn Văn 2557,Nữ,23/06/2010,Chuyên tin học (thi Toán),,9.25,4,8.5,,,,,2,,984640899,
2558,3591,2483,Nguyễn Văn 2558,,28/07/2010,Chuyên hóa học,Chuyên tin học (thi Tin),9,1.5,7,0.75,0,,,,,984640899,
2559,3592,124,Nguyễn Văn 2559,,30/05/2010,Chuyên vật lý,,9,6.5,8.25,,,4.75,,,,984640899,
2560,3594,335,Nguyễn Văn 2560,,14/06/2010,Chuyên sinh học,,9.25,1.5,8.25,,,,7.5,,,984640899,
